UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,11,2021,51,4365919,2185016,2180903,1710305,1659367,272247,301287,26776,25402,136215,152073,5149,5103,34324,37671,1739351,1690924,283153,314402,41531,41514,149309,166458,9157,9355,1799452,1812302,1364310,1330927,256999,284245,14850,15070,132648,148454,3854,3862,26791,29744,1386723,1355591,264800,293912,25725,27239,143967,160843,7155,7381,385564,368601,345995,328440,15248,17042,11926,10332,3567,3619,1295,1241,7533,7927,352628,335333,18353,20490,15806,14275,5342,5615,2002,1974
R,11,2021,52,4174075,2084347,2089728,1640098,1599544,253948,282619,25165,24219,128150,143894,5072,4928,31914,34524,1667167,1628485,263708,294222,39215,39490,140328,156948,8826,8816,1718972,1738826,1312087,1286288,239622,266721,14050,14467,124776,140436,3846,3776,24591,27138,1332709,1308833,246328,275115,24342,26013,135286,151669,6920,6978,365375,350902,328011,313256,14326,15898,11115,9752,3374,3458,1226,1152,7323,7386,334458,319652,17380,19107,14873,13477,5042,5279,1906,1838
R,11,2021,53,4064719,2028295,2036424,1594351,1557390,249704,277562,24796,23509,125003,140787,4580,4687,29861,32489,1619518,1584442,258680,288377,38278,38142,136317,152897,8082,8494,1677158,1699527,1279136,1256502,235669,262059,13867,14241,121929,137593,3432,3550,23125,25582,1298396,1277535,241843,269855,23887,25404,131725,148127,6324,6722,351137,336897,315215,300888,14035,15503,10929,9268,3074,3194,1148,1137,6736,6907,321122,306907,16837,18522,14391,12738,4592,4770,1758,1772
R,11,2021,54,4038244,2007717,2030527,1588876,1563583,247617,278165,23746,23430,114324,129395,4675,4566,28479,31388,1612861,1589699,256023,288782,36960,37929,124926,140639,7998,8264,1670723,1703582,1285933,1271394,234163,263052,13618,14563,111343,126409,3535,3498,22131,24666,1304330,1291677,239935,270663,23507,25684,120528,136066,6338,6592,336994,326945,302943,292189,13454,15113,10128,8867,2981,2986,1140,1068,6348,6722,308531,298022,16088,18119,13453,12245,4398,4573,1660,1672
R,11,2021,55,4068875,2017599,2051276,1597051,1582911,251825,283327,23666,23421,112516,126251,4622,4621,27919,30745,1620282,1608409,260192,293594,36898,37959,122697,137163,8055,8252,1688173,1731216,1300864,1296795,238537,268672,13785,14792,109633,123249,3532,3572,21822,24136,1318757,1316578,244270,276020,23900,25953,118409,132621,6430,6590,329426,320060,296187,286116,13288,14655,9881,8629,2883,3002,1090,1049,6097,6609,301525,291831,15922,17574,12998,12006,4288,4542,1625,1662
R,11,2021,56,4213532,2083298,2130234,1653206,1648231,259501,293366,24485,24305,113230,128225,4692,4621,28184,31486,1676747,1674310,267714,303626,38142,39425,123371,139317,8120,8378,1756278,1812019,1359448,1364101,246175,278547,14617,15617,110358,125193,3645,3620,22035,24941,1377599,1384486,251843,285950,25007,27429,119143,134760,6515,6776,327020,318215,293758,284130,13326,14819,9868,8688,2872,3032,1047,1001,6149,6545,299148,289824,15871,17676,13135,11996,4228,4557,1605,1602
R,11,2021,57,4357350,2145441,2211909,1714268,1724727,261154,297406,24446,24760,112751,128806,4531,4648,28291,31562,1737812,1750802,269120,307351,38566,40596,122843,139710,8002,8366,1832126,1900147,1432711,1445994,248460,283006,14974,16243,110013,125978,3541,3662,22427,25264,1451150,1466600,254018,290203,25960,28885,118784,135432,6450,6815,313315,311762,281557,278733,12694,14400,9472,8517,2738,2828,990,986,5864,6298,286662,284202,15102,17148,12606,11711,4059,4278,1552,1551
R,11,2021,58,4374679,2151660,2223019,1724148,1740304,256516,291710,24147,24247,114472,130782,4302,4552,28075,31424,1747576,1766223,264244,301482,38381,40057,124413,141529,7660,8320,1851461,1922140,1454516,1471563,244190,277892,15154,15960,111812,127973,3359,3596,22430,25156,1473041,1492042,249611,284982,26350,28608,120500,137249,6202,6762,300199,300879,269632,268741,12326,13818,8993,8287,2660,2809,943,956,5645,6268,274535,274181,14633,16500,12031,11449,3913,4280,1458,1558
R,11,2021,59,4381992,2149532,2232460,1731666,1758815,252997,290225,23523,24135,109363,123826,4397,4527,27586,30932,1754770,1784207,260372,299874,37411,40088,119200,134287,7807,8194,1860876,1942124,1471951,1499207,241385,277273,14883,16033,106829,121126,3500,3610,22328,24875,1490465,1519397,246568,284259,26010,28871,115468,130172,6426,6666,288656,290336,259715,259608,11612,12952,8640,8102,2534,2700,897,917,5258,6057,264305,264810,13804,15615,11401,11217,3732,4115,1381,1528
R,11,2021,60,4373276,2141297,2231979,1740532,1771860,246748,285646,22922,23986,99696,116026,4168,4210,27231,30251,1763269,1796666,253930,294988,36979,39931,109351,126078,7453,7814,1869724,1956958,1496326,1525866,235788,273298,14832,16460,97342,113465,3362,3374,22074,24495,1514548,1545721,240897,280130,26131,29440,105798,122177,6161,6403,271573,275021,244206,245994,10960,12348,8090,7526,2354,2561,806,836,5157,5756,248721,250945,13033,14858,10848,10491,3553,3901,1292,1411
R,11,2021,61,4353599,2127161,2226438,1721550,1760804,248556,286770,22607,23803,103324,121241,4206,4228,26918,29592,1744125,1785027,255641,295821,36581,39422,112724,131117,7403,7726,1860410,1955158,1481764,1517860,237871,274686,14550,16456,100938,118654,3385,3426,21902,24076,1499946,1537330,242928,281374,25826,29199,109223,127224,6073,6400,266751,271280,239786,242944,10685,12084,8057,7347,2386,2587,821,802,5016,5516,244179,247697,12713,14447,10755,10223,3501,3893,1330,1326
R,11,2021,62,4239912,2065208,2174704,1680002,1728151,237361,277375,21447,22508,96917,114472,3942,3905,25539,28293,1701355,1751418,243877,285930,34813,37786,105999,123659,6964,7154,1820760,1923134,1460229,1503189,227475,265937,14150,15609,94748,112105,3203,3185,20955,23109,1477624,1521967,232150,272271,25043,28165,102759,120115,5763,5941,244448,251570,219773,224962,9886,11438,7297,6899,2169,2367,739,720,4584,5184,223731,229451,11727,13659,9770,9621,3240,3544,1201,1213
R,11,2021,63,4172410,2024099,2148311,1651516,1712796,228038,268249,19891,21638,96731,114876,3683,3795,24240,26957,1671692,1734856,234301,276329,32900,36356,105081,123637,6458,6818,1797444,1909860,1448079,1499273,218477,257383,13299,15217,94697,112701,2996,3114,19896,22172,1464492,1517240,222955,263400,23991,27412,102073,120331,5352,5715,226655,238451,203437,213523,9561,10866,6592,6421,2034,2175,687,681,4344,4785,207200,217616,11346,12929,8909,8944,3008,3306,1106,1103
R,11,2021,64,4135104,1997912,2137192,1635434,1710519,221101,263872,19793,21135,94334,111774,3506,3633,23744,26259,1655176,1732070,227258,271715,32667,35933,102391,119880,6268,6604,1779943,1905562,1439532,1502789,212194,253444,13217,15010,92455,109813,2890,2941,19655,21565,1455720,1520287,216686,259248,23867,27326,99655,116851,5258,5465,217969,231630,195902,207730,8907,10428,6576,6125,1879,1961,616,692,4089,4694,199456,211783,10572,12467,8800,8607,2736,3029,1010,1139
R,11,2021,65,3979646,1912202,2067444,1568470,1653115,208836,255070,18475,20291,90857,110115,3289,3445,22275,25408,1587070,1674002,214571,262618,30675,34706,98284,117954,5849,6302,1709115,1848062,1386121,1456686,200398,245103,12408,14461,89062,108034,2691,2881,18435,20897,1401381,1473672,204520,250664,22523,26508,95665,114845,4897,5315,203087,219382,182349,196429,8438,9967,6067,5830,1795,2081,598,564,3840,4511,185689,200330,10051,11954,8152,8198,2619,3109,952,987
R,11,2021,66,3845890,1838313,2007577,1512386,1611054,195673,241270,17521,19151,88452,108913,3093,3391,21188,23798,1529992,1630453,201080,248416,29221,32579,95489,116310,5550,6077,1645660,1796061,1339067,1421013,187706,231955,11901,13742,86754,107005,2580,2780,17652,19566,1353596,1436746,191616,237232,21683,24951,93044,113466,4708,5079,192653,211516,173319,190041,7967,9315,5620,5409,1698,1908,513,611,3536,4232,176396,193707,9464,11184,7538,7628,2445,2844,842,998
R,11,2021,67,3735111,1776410,1958701,1468831,1578847,184192,231310,16286,18127,84485,104622,2880,3216,19736,22579,1485262,1597249,189186,237958,27370,31047,90965,111472,5102,5823,1598743,1760315,1308489,1400036,176882,222816,11348,13263,83000,102824,2401,2653,16623,18723,1322205,1415079,180569,227767,20765,24151,88781,108851,4344,4912,177667,198386,160342,178811,7310,8494,4938,4864,1485,1798,479,563,3113,3856,163057,182170,8617,10191,6605,6896,2184,2621,758,911
R,11,2021,68,3561496,1685003,1876493,1402666,1522915,167590,215165,15019,16675,78748,97794,2657,2892,18323,21052,1417982,1540134,172060,221255,25507,28841,84636,104210,4721,5315,1523222,1692941,1256732,1357222,160855,207288,10506,12243,77408,96223,2243,2419,15478,17546,1269605,1371389,164109,211853,19444,22539,82689,101883,4052,4539,161781,183552,145934,165693,6735,7877,4513,4432,1340,1571,414,473,2845,3506,148377,168745,7951,9402,6063,6302,1947,2327,669,776
R,11,2021,69,3457200,1628937,1828263,1362290,1487862,156383,205720,13814,15792,77079,96618,2597,2835,16774,19436,1376251,1503804,160535,211286,23409,27249,82447,102360,4546,5083,1478792,1655679,1226598,1331870,150242,198330,9779,11662,75775,95097,2220,2389,14178,16331,1238288,1345110,153294,202574,17985,21462,80590,100129,3919,4322,150145,172584,135692,155992,6141,7390,4035,4130,1304,1521,377,446,2596,3105,137963,158694,7241,8712,5424,5787,1857,2231,627,761
R,11,2021,70,3270341,1533126,1737215,1287710,1417376,146027,195968,12856,14731,68556,88432,2275,2553,15702,18155,1300732,1432279,149863,201223,22142,25638,73415,93536,4110,4612,1392713,1575853,1160316,1271606,140442,189002,9249,10879,67409,87001,1950,2154,13347,15211,1171299,1283914,143318,192991,17202,20234,71767,91472,3566,3939,140413,161362,127394,145770,5585,6966,3607,3852,1147,1431,325,399,2355,2944,129433,148365,6545,8232,4940,5404,1648,2064,544,673
R,11,2021,71,3093594,1441656,1651938,1202022,1339799,140011,187428,12330,14031,70008,90932,2279,2416,15006,17332,1214520,1353869,143739,192540,21154,24238,74623,96111,4012,4437,1309938,1495794,1082824,1198674,134590,180634,8941,10357,68902,89540,1920,2065,12761,14524,1093372,1210334,137370,184497,16525,19101,73034,94044,3471,3799,131718,156144,119198,141125,5421,6794,3389,3674,1106,1392,359,351,2245,2808,121148,143535,6369,8043,4629,5137,1589,2067,541,638
R,11,2021,72,2996279,1392926,1603353,1170233,1310513,128371,175471,11586,13092,66637,85571,2194,2403,13905,16303,1181806,1323828,131708,180213,19932,22894,70838,90150,3833,4269,1271478,1458894,1060085,1179541,123530,169300,8475,9829,65636,84373,1867,2039,11885,13812,1069916,1190705,126053,172943,15706,18351,69368,88391,3296,3677,121448,144459,110148,130972,4841,6171,3111,3263,1001,1198,327,364,2020,2491,111890,133123,5655,7270,4226,4543,1470,1759,537,592
R,11,2021,73,2922476,1356114,1566362,1147010,1290449,120288,165859,10766,12451,63024,79824,1999,2250,13027,15529,1157825,1303269,123492,170233,18591,21833,66916,84184,3494,3991,1243141,1429931,1044483,1166704,115740,160187,7995,9391,62092,78654,1705,1927,11126,13068,1053642,1177376,118183,163501,14776,17504,65553,82454,3031,3437,112973,136431,102527,123745,4548,5672,2771,3060,932,1170,294,323,1901,2461,104183,125893,5309,6732,3815,4329,1363,1730,463,554
R,11,2021,74,3030161,1410417,1619744,1212658,1360883,113159,155308,10678,11851,58912,74233,1894,1996,13116,15473,1223687,1373778,116262,159616,18847,21441,62559,78371,3383,3670,1302288,1488486,1114221,1241394,109081,149955,7946,9050,58064,73137,1628,1709,11348,13241,1123717,1252325,111465,153300,15149,17447,61299,76804,2954,3203,108129,131258,98437,119489,4078,5353,2732,2801,848,1096,266,287,1768,2232,99970,121453,4797,6316,3698,3994,1260,1567,429,467
R,11,2021,75,2431398,1123537,1307861,960840,1090973,90210,127374,8686,9914,51403,65042,1677,1718,10721,12840,969893,1101607,92713,130881,15162,17545,54499,68730,2963,3220,1030654,1191884,876289,985533,86605,122462,6399,7524,50712,64061,1456,1474,9193,10830,884020,994409,88486,125118,12073,14104,53457,67302,2580,2810,92883,115977,84551,105440,3605,4912,2287,2390,691,981,221,244,1528,2010,85873,107198,4227,5763,3089,3441,1042,1428,383,410
R,11,2021,76,2052471,932337,1120134,791229,927848,78614,114242,7358,8750,44641,56603,1446,1604,9049,11087,798787,937022,80774,117287,12713,15326,47351,59789,2597,2912,850467,1015364,716641,832411,75494,109937,5402,6561,43981,55751,1241,1374,7708,9330,723023,840061,77104,112219,10045,12213,46382,58542,2256,2519,81870,104770,74588,95437,3120,4305,1956,2189,660,852,205,230,1341,1757,75764,96961,3670,5068,2668,3113,969,1247,341,393
R,11,2021,77,1985637,896654,1088983,765403,907554,72624,107590,6828,8101,41959,53522,1260,1478,8580,10738,772622,916445,74623,110618,11972,14513,44466,56544,2338,2773,823162,992188,698368,819245,69748,103756,5106,6104,41420,52703,1098,1269,7422,9111,704573,826723,71274,106068,9656,11687,43663,55346,2058,2423,73492,96795,67035,88309,2876,3834,1722,1997,539,819,162,209,1158,1627,68049,89722,3349,4550,2316,2826,803,1198,280,350
R,11,2021,78,1999334,896274,1103060,774565,932614,68284,103606,6259,7752,38099,47554,1166,1266,7901,10268,781271,941192,70039,106375,11138,13994,40261,50329,2169,2470,828484,1011245,712584,848823,65673,99920,4770,5873,37565,46849,1028,1091,6864,8689,718401,856038,67011,101990,9114,11308,39476,49265,1919,2162,67790,91815,61981,83791,2611,3686,1489,1879,534,705,138,175,1037,1579,62870,85154,3028,4385,2024,2686,785,1064,250,308
R,11,2021,79,1773676,787920,985756,677201,828617,60799,93827,5624,6915,36159,46221,982,1198,7155,8978,683201,836093,62466,96275,10036,12402,38168,48654,1818,2200,727419,902006,621908,752033,58425,90501,4319,5237,35713,45570,849,1007,6205,7658,627093,758362,59703,92361,8230,10045,37499,47713,1585,1899,60501,83750,55293,76584,2374,3326,1305,1678,446,651,133,191,950,1320,56108,77731,2763,3914,1806,2357,669,941,233,301
R,11,2021,80,1543811,677599,866212,581074,726369,52504,83691,5010,6073,31902,40970,890,1022,6219,8087,586310,733108,53909,85863,8785,11024,33722,43195,1633,1918,623507,791608,531617,657997,50413,80802,3839,4676,31495,40377,784,855,5359,6901,536111,663714,51467,82467,7179,9008,33097,42312,1439,1646,54092,74604,49457,68372,2091,2889,1171,1397,407,593,106,167,860,1186,50199,69394,2442,3396,1606,2016,625,883,194,272
R,11,2021,81,1396051,604182,791869,514722,660586,47881,78196,4495,5675,30529,39094,854,990,5701,7328,519490,666690,49179,80208,7893,10049,32277,41135,1544,1859,553630,720526,468450,595247,45948,75358,3404,4344,30124,38545,750,815,4954,6217,472583,600375,46941,76885,6401,8144,31692,40346,1367,1582,50552,71343,46272,65339,1933,2838,1091,1331,405,549,104,175,747,1111,46907,66315,2238,3323,1492,1905,585,789,177,277
R,11,2021,82,1257847,538295,719552,459749,601931,41989,70151,3851,5005,27070,34781,675,936,4961,6748,463950,607531,43143,71961,6774,9035,28547,36697,1275,1752,493156,654780,418451,542576,40207,67562,2920,3822,26729,34282,576,791,4273,5747,422044,547336,41078,68914,5487,7342,28050,35956,1115,1498,45139,64772,41298,59355,1782,2589,931,1183,341,499,99,145,688,1001,41906,60195,2065,3047,1287,1693,497,741,160,254
R,11,2021,83,1173735,495653,678082,424816,570043,37478,64420,3525,4729,24666,32072,657,836,4511,5982,428627,575039,38501,66032,6227,8245,26025,33795,1172,1535,454642,617559,387205,514587,35933,61987,2704,3632,24344,31622,561,683,3895,5048,390478,518777,36701,63200,5089,6685,25552,33115,1016,1283,41011,60523,37611,55456,1545,2433,821,1097,322,450,96,153,616,934,38149,56262,1800,2832,1138,1560,473,680,156,252
R,11,2021,84,1039083,431917,607166,369484,508922,32879,58302,3013,4164,22006,29560,563,758,3972,5460,372882,513473,33804,59806,5368,7322,23203,31130,1007,1428,395313,552432,335839,458767,31512,56125,2297,3165,21745,29113,480,627,3440,4635,338772,462597,32208,57268,4383,5922,22813,30489,871,1218,36604,54734,33645,50155,1367,2177,716,999,261,447,83,131,532,825,34110,50876,1596,2538,985,1400,390,641,136,210
R,11,2021,85,929820,380007,549813,325062,461402,28869,52875,2639,3686,19470,26398,486,643,3481,4809,328000,465401,29653,54212,4645,6499,20570,27767,906,1191,347258,500127,294928,415725,27592,50932,2038,2799,19243,26032,420,551,3037,4088,297480,419095,28186,51951,3819,5238,20239,27245,796,1036,32749,49686,30134,45677,1277,1943,601,887,227,366,66,92,444,721,30520,46306,1467,2261,826,1261,331,522,110,155
R,11,2021,86,827014,329024,497990,281973,417820,24914,47898,2241,3325,16557,23958,413,569,2926,4420,284399,421475,25609,49094,3924,5903,17480,25231,791,1074,300487,453124,255688,376589,23844,46166,1715,2531,16354,23620,363,466,2523,3752,257773,379676,24363,47081,3198,4775,17177,24721,695,907,28537,44866,26285,41231,1070,1732,526,794,203,338,50,103,403,668,26626,41799,1246,2013,726,1128,303,510,96,167
R,11,2021,87,715817,276756,439061,237737,370202,20534,41491,1815,2817,13839,20351,360,476,2471,3724,239842,373308,21112,42528,3205,4981,14620,21439,668,893,253066,400450,215833,334619,19702,40053,1390,2130,13671,20062,309,403,2161,3183,217666,337260,20149,40855,2636,4010,14365,21013,583,777,23690,38611,21904,35583,832,1438,425,687,168,289,51,73,310,541,22176,36048,963,1673,569,971,255,426,85,116
R,11,2021,88,619020,234212,384808,201418,324404,16910,35830,1561,2419,11937,18393,312,421,2074,3341,203190,327180,17366,36715,2745,4339,12592,19396,567,830,214253,350967,182945,293175,16222,34557,1195,1831,11805,18149,272,364,1814,2891,184494,295565,16574,35245,2250,3526,12388,19046,499,722,19959,33841,18473,31229,688,1273,366,588,132,244,40,57,260,450,18696,31615,792,1470,495,813,204,350,68,108
R,11,2021,89,537357,197672,339685,169436,285439,14512,32019,1287,2105,10329,16763,284,399,1824,2960,170984,287917,14944,32835,2299,3801,10923,17632,515,767,180756,309784,153778,257854,13926,30893,978,1599,10208,16536,250,348,1616,2554,155151,259983,14273,31536,1890,3106,10742,17295,455,668,16916,29901,15658,27585,586,1126,309,506,121,227,34,51,208,406,15833,27934,671,1299,409,695,181,337,60,99
R,11,2021,90,464286,167280,297006,144608,251848,11423,26505,1055,1772,8536,14143,215,293,1443,2445,145832,253880,11761,27184,1837,3188,9025,14843,402,598,153196,271856,131519,228596,10969,25583,803,1347,8444,13968,187,256,1274,2106,132594,230335,11244,26116,1496,2603,8884,14579,353,522,14084,25150,13089,23252,454,922,252,425,92,175,28,37,169,339,13238,23545,517,1068,341,585,141,264,49,76
R,11,2021,91,414899,145815,269084,126267,228661,9632,23045,872,1543,7601,13287,187,278,1256,2270,127343,230573,9925,23645,1571,2847,8006,13940,351,553,133299,245989,114591,207220,9255,22258,665,1165,7521,13149,167,244,1100,1953,115533,208848,9484,22724,1282,2308,7887,13736,315,490,12516,23095,11676,21441,377,787,207,378,80,138,20,34,156,317,11810,21725,441,921,289,539,119,204,36,63
R,11,2021,92,345332,117271,228061,101500,193788,7528,19431,716,1297,6272,11417,172,255,1083,1873,102420,195344,7781,19965,1322,2347,6629,11963,307,497,107071,208767,92030,175856,7201,18788,536,987,6213,11287,155,219,936,1630,92822,177207,7402,19214,1067,1918,6527,11770,272,432,10200,19294,9470,17932,327,643,180,310,59,130,17,36,147,243,9598,18137,379,751,255,429,102,193,35,65
R,11,2021,93,288594,95386,193208,82459,163873,6156,16617,639,1082,5162,9808,120,205,850,1623,83177,165212,6364,17087,1137,2007,5421,10274,224,405,87020,177034,74671,148894,5883,16041,488,823,5123,9708,104,176,751,1392,75305,150037,6052,16406,935,1637,5355,10117,193,353,8366,16174,7788,14979,273,576,151,259,39,100,16,29,99,231,7872,15175,312,681,202,370,66,157,31,52
R,11,2021,94,230937,73856,157081,63750,133380,4683,13388,435,846,4210,7965,95,171,683,1331,64325,134480,4839,13748,806,1634,4432,8349,190,348,67720,144470,58013,121679,4511,12942,338,641,4172,7887,84,151,602,1170,58520,122640,4641,13231,669,1351,4370,8227,166,303,6136,12611,5737,11701,172,446,97,205,38,78,11,20,81,161,5805,11840,198,517,137,283,62,122,24,45
R,11,2021,95,185032,57338,127694,49361,108483,3645,10735,359,708,3344,6554,69,151,560,1063,49837,109383,3768,11036,669,1320,3529,6835,145,277,52632,117808,44968,99324,3507,10384,281,552,3316,6485,61,133,499,930,45393,100104,3606,10627,560,1099,3485,6737,129,246,4706,9886,4393,9159,138,351,78,156,28,69,8,18,61,133,4444,9279,162,409,109,221,44,98,16,31
R,11,2021,96,142653,42617,100036,36404,84536,2747,8439,270,545,2727,5516,52,106,417,894,36746,85280,2856,8703,507,1038,2861,5764,105,226,39161,92368,33188,77454,2643,8153,213,414,2708,5467,47,94,362,786,33488,78109,2728,8370,419,858,2824,5685,91,195,3456,7668,3216,7082,104,286,57,131,19,49,5,12,55,108,3258,7171,128,333,88,180,37,79,14,31
R,11,2021,97,108339,31051,77288,26313,65106,2032,6601,197,437,2169,4387,31,84,309,673,26573,65655,2115,6801,368,828,2269,4578,74,165,28559,71513,24000,59743,1956,6400,151,347,2153,4349,28,75,271,599,24228,60234,2022,6567,302,700,2241,4519,63,147,2492,5775,2313,5363,76,201,46,90,16,38,3,9,38,74,2345,5421,93,234,66,128,28,59,11,18
R,11,2021,98,79026,22047,56979,18525,47901,1426,4762,146,319,1661,3389,36,72,253,536,18734,48350,1497,4939,280,632,1745,3522,75,138,20247,52870,16847,44100,1377,4612,117,254,1651,3367,32,64,223,473,17037,44494,1430,4759,238,537,1725,3482,61,123,1800,4109,1678,3801,49,150,29,65,10,22,4,8,30,63,1697,3856,67,180,42,95,20,40,14,15
R,11,2021,99,56317,15396,40921,12737,34127,1043,3524,105,222,1319,2606,18,59,174,383,12878,34441,1088,3641,201,439,1383,2703,44,112,14204,38108,11639,31526,1003,3423,88,181,1310,2583,15,53,149,342,11760,31805,1036,3521,172,377,1366,2671,35,99,1192,2813,1098,2601,40,101,17,41,9,23,3,6,25,41,1118,2636,52,120,29,62,17,32,9,13
R,11,2021,100,101372,25524,75848,20255,61190,1753,7093,189,456,2914,6162,50,118,363,829,20552,61852,1870,7386,386,913,3032,6390,104,244,23644,70923,18526,56661,1698,6909,155,389,2900,6130,44,108,321,726,18790,57238,1797,7156,329,798,3004,6328,88,217,1880,4925,1729,4529,55,184,34,67,14,32,6,10,42,103,1762,4614,73,230,57,115,28,62,16,27
R,12,2021,999,332382832,164622814,167760018,125457564,126156203,21762387,23420049,2215460,2173211,9834040,10608169,441862,426824,4911501,4975562,129846232,130579109,24016507,25748573,3613597,3628462,11663619,12426007,867219,854302,132733832,136653816,97639757,99071763,20166263,21784939,1212201,1244547,9497805,10273740,318420,311305,3899386,3967522,101124508,102597324,21942453,23629205,2195756,2289106,11046445,11811301,650029,645984,31888982,31106202,27817807,27084440,1596124,1635110,1003259,928664,336235,334429,123442,115519,1012115,1008040,28721724,27981785,2074054,2119368,1417841,1339356,617174,614706,217190,208318
R,12,2021,0,3542324,1811209,1731115,1251004,1195413,289478,277195,35057,33535,105279,100267,6918,6572,123473,118133,1364768,1304260,359203,343968,57366,54862,150120,143124,15220,14490,1332392,1273404,864783,826211,253777,243044,13714,13118,97347,92705,4159,3955,98612,94371,956195,913692,310324,297212,27871,26659,134470,128196,10164,9684,478817,457711,386221,369202,35701,34151,21343,20417,7932,7562,2759,2617,24861,23762,408573,390568,48879,46756,29495,28203,15650,14928,5056,4806
R,12,2021,1,3629586,1855370,1774216,1288872,1230329,292693,283172,35081,34142,109916,102783,7039,6633,121769,117157,1400894,1338092,360334,348800,57611,55791,154796,145522,15368,14525,1371052,1309687,896210,854556,257305,249068,13992,13387,102074,95213,4289,4005,97182,93458,986130,941012,312011,302195,28364,27181,139334,130637,10369,9737,484318,464529,392662,375773,35388,34104,21089,20755,7842,7570,2750,2628,24587,23699,414764,397080,48323,46605,29247,28610,15462,14885,4999,4788
R,12,2021,2,3747192,1914450,1832742,1331768,1271658,300572,293129,35668,34263,115109,108136,7202,6778,124131,118778,1445884,1380830,369161,358986,58770,56481,161123,151906,15745,14853,1418891,1354098,927946,881206,265761,259302,14265,13839,107290,100728,4426,4171,99203,94852,1019646,968862,321337,312654,29048,28057,145551,137086,10692,10089,495559,478644,403822,390452,34811,33827,21403,20424,7819,7408,2776,2607,24928,23926,426238,411968,47824,46332,29722,28424,15572,14820,5053,4764
R,12,2021,3,3808542,1946019,1862523,1352824,1291279,304755,297430,36248,34755,119026,111856,7300,6899,125866,120304,1468509,1401842,374218,364069,59670,57246,165760,156249,15970,15088,1442122,1376392,941683,894245,269668,263372,14438,13977,111160,104389,4511,4267,100662,96142,1034702,983075,325982,317370,29430,28386,150081,141329,10875,10276,503897,486131,411141,397034,35087,34058,21810,20778,7866,7467,2789,2632,25204,24162,433807,418767,48236,46699,30240,28860,15679,14920,5095,4812
R,12,2021,4,3897629,1994432,1903197,1387317,1320908,310218,301664,36314,34426,125607,117650,7403,7025,127573,121524,1504509,1432599,380035,368849,60189,57255,173369,162470,16319,15368,1481025,1409105,964435,913889,276213,268636,15330,14583,117971,110317,4745,4423,102331,97257,1058899,1003735,332921,323177,30745,29282,157920,147641,11357,10549,513407,494092,422882,407019,34005,33028,20984,19843,7636,7333,2658,2602,25242,24267,445610,428864,47114,45672,29444,27973,15449,14829,4962,4819
R,12,2021,5,4013625,2052059,1961566,1440073,1371687,310417,303630,35884,34745,129016,121129,7460,7108,129209,123267,1558815,1485012,380351,370898,60402,58224,177773,167066,16552,15642,1524240,1454121,1002232,950910,276424,270709,16032,15465,121254,113800,4768,4499,103530,98738,1097842,1042142,333114,325300,31918,30670,162027,152134,11503,10800,527819,507445,437841,420777,33993,32921,19852,19280,7762,7329,2692,2609,25679,24529,460973,442870,47237,45598,28484,27554,15746,14932,5049,4842
R,12,2021,6,4062533,2076190,1986343,1463373,1394920,314933,307257,35238,34091,126498,119287,7318,7100,128830,123688,1581815,1508637,384673,374822,59946,57736,174801,165201,16359,15692,1543926,1473191,1019475,967473,281191,274439,16411,15638,118893,112023,4636,4482,103320,99136,1114933,1059069,337792,329310,32489,30972,159290,150374,11343,10848,532264,513152,443898,427447,33742,32818,18827,18453,7605,7264,2682,2618,25510,24552,466882,449568,46881,45512,27457,26764,15511,14827,5016,4844
R,12,2021,7,4081346,2086499,1994847,1470910,1400009,316353,308895,35409,34459,128451,121588,7181,6955,128195,122941,1588742,1513017,385454,375887,60124,58163,176694,167188,16272,15525,1557560,1485361,1029839,975574,282271,275946,16653,16090,121211,114645,4646,4504,102940,98602,1124929,1066653,338333,330357,32805,31523,161670,152786,11407,10887,528939,509486,441071,424435,34082,32949,18756,18369,7240,6943,2535,2451,25255,24339,463813,446364,47121,45530,27319,26640,15024,14402,4865,4638
